GVKEY,LPERMNO,iid,datadate,trt1m,conml
002968,47896,01,2014/03/31,6.8462,JPMorgan Chase & Co
002968,47896,01,2014/04/30,-7.1652,JPMorgan Chase & Co
002968,47896,01,2014/05/31,-0.7324,JPMorgan Chase & Co
002968,47896,01,2014/06/30,3.6890,JPMorgan Chase & Co
002968,47896,01,2014/07/31,0.7810,JPMorgan Chase & Co
002968,47896,01,2014/08/31,3.0865,JPMorgan Chase & Co
002968,47896,01,2014/09/30,1.3288,JPMorgan Chase & Co
002968,47896,01,2014/10/31,1.0624,JPMorgan Chase & Co
002968,47896,01,2014/11/30,-0.5291,JPMorgan Chase & Co
002968,47896,01,2014/12/31,4.0226,JPMorgan Chase & Co
002968,47896,01,2015/01/31,-12.4640,JPMorgan Chase & Co
002968,47896,01,2015/02/28,12.6885,JPMorgan Chase & Co
002968,47896,01,2015/03/31,-1.1423,JPMorgan Chase & Co
002968,47896,01,2015/04/30,5.0842,JPMorgan Chase & Co
002968,47896,01,2015/05/31,3.9836,JPMorgan Chase & Co
002968,47896,01,2015/06/30,3.0100,JPMorgan Chase & Co
002968,47896,01,2015/07/31,1.7857,JPMorgan Chase & Co
002968,47896,01,2015/08/31,-6.4643,JPMorgan Chase & Co
002968,47896,01,2015/09/30,-4.8830,JPMorgan Chase & Co
002968,47896,01,2015/10/31,6.1014,JPMorgan Chase & Co
002968,47896,01,2015/11/30,3.7821,JPMorgan Chase & Co
002968,47896,01,2015/12/31,-0.9748,JPMorgan Chase & Co
002968,47896,01,2016/01/31,-9.2231,JPMorgan Chase & Co
002968,47896,01,2016/02/29,-5.3782,JPMorgan Chase & Co
002968,47896,01,2016/03/31,5.1865,JPMorgan Chase & Co
002968,47896,01,2016/04/30,7.4637,JPMorgan Chase & Co
002968,47896,01,2016/05/31,3.2753,JPMorgan Chase & Co
002968,47896,01,2016/06/30,-4.7955,JPMorgan Chase & Co
002968,47896,01,2016/07/31,3.7174,JPMorgan Chase & Co
002968,47896,01,2016/08/31,5.5182,JPMorgan Chase & Co
002968,47896,01,2016/09/30,-1.3481,JPMorgan Chase & Co
002968,47896,01,2016/10/31,4.7304,JPMorgan Chase & Co
002968,47896,01,2016/11/30,15.7522,JPMorgan Chase & Co
002968,47896,01,2016/12/31,7.6338,JPMorgan Chase & Co
002991,14541,01,2010/01/31,-6.3255,Chevron Corp
002991,14541,01,2010/02/28,1.1925,Chevron Corp
002991,14541,01,2010/03/31,4.8824,Chevron Corp
002991,14541,01,2010/04/30,7.3981,Chevron Corp
002991,14541,01,2010/05/31,-8.4111,Chevron Corp
002991,14541,01,2010/06/30,-8.1359,Chevron Corp
002991,14541,01,2010/07/31,12.3047,Chevron Corp
002991,14541,01,2010/08/31,-1.8502,Chevron Corp
002991,14541,01,2010/09/30,9.4087,Chevron Corp
002991,14541,01,2010/10/31,1.9124,Chevron Corp
002991,14541,01,2010/11/30,-1.1017,Chevron Corp
002991,14541,01,2010/12/31,12.6961,Chevron Corp
002991,14541,01,2011/01/31,4.0329,Chevron Corp
002991,14541,01,2011/02/28,10.0495,Chevron Corp
002991,14541,01,2011/03/31,3.6048,Chevron Corp
002991,14541,01,2011/04/30,1.8141,Chevron Corp
002991,14541,01,2011/05/31,-3.4265,Chevron Corp
002991,14541,01,2011/06/30,-1.9731,Chevron Corp
002991,14541,01,2011/07/31,1.1474,Chevron Corp
002991,14541,01,2011/08/31,-4.2300,Chevron Corp
002991,14541,01,2011/09/30,-6.3234,Chevron Corp
002991,14541,01,2011/10/31,13.4572,Chevron Corp
002991,14541,01,2011/11/30,-1.3517,Chevron Corp
002991,14541,01,2011/12/31,3.4818,Chevron Corp
002991,14541,01,2012/01/31,-3.0827,Chevron Corp
002991,14541,01,2012/02/29,6.6040,Chevron Corp
002991,14541,01,2012/03/31,-1.7504,Chevron Corp
002991,14541,01,2012/04/30,-0.6063,Chevron Corp
002991,14541,01,2012/05/31,-6.8975,Chevron Corp
002991,14541,01,2012/06/30,7.3136,Chevron Corp
002991,14541,01,2012/07/31,3.8673,Chevron Corp
002991,14541,01,2012/08/31,3.1758,Chevron Corp
002991,14541,01,2012/09/30,3.9230,Chevron Corp
002991,14541,01,2012/10/31,-5.4215,Chevron Corp
002991,14541,01,2012/11/30,-3.3116,Chevron Corp
002991,14541,01,2012/12/31,2.3181,Chevron Corp
002991,14541,01,2013/01/31,6.4823,Chevron Corp
002991,14541,01,2013/02/28,2.5185,Chevron Corp
002991,14541,01,2013/03/31,1.4255,Chevron Corp
002991,14541,01,2013/04/30,2.6847,Chevron Corp
002991,14541,01,2013/05/31,1.4261,Chevron Corp
002991,14541,01,2013/06/30,-3.5927,Chevron Corp
002991,14541,01,2013/07/31,6.3799,Chevron Corp
002991,14541,01,2013/08/31,-3.5428,Chevron Corp
002991,14541,01,2013/09/30,0.8885,Chevron Corp
002991,14541,01,2013/10/31,-1.2675,Chevron Corp
002991,14541,01,2013/11/30,2.9010,Chevron Corp
002991,14541,01,2013/12/31,2.0173,Chevron Corp
002991,14541,01,2014/01/31,-10.6317,Chevron Corp
002991,14541,01,2014/02/28,4.2103,Chevron Corp
002991,14541,01,2014/03/31,3.1041,Chevron Corp
002991,14541,01,2014/04/30,5.5588,Chevron Corp
002991,14541,01,2014/05/31,-1.3225,Chevron Corp
002991,14541,01,2014/06/30,6.3197,Chevron Corp
002991,14541,01,2014/07/31,-1.0034,Chevron Corp
002991,14541,01,2014/08/31,0.9904,Chevron Corp
002991,14541,01,2014/09/30,-7.8254,Chevron Corp
002991,14541,01,2014/10/31,0.5280,Chevron Corp
002991,14541,01,2014/11/30,-8.3451,Chevron Corp
002991,14541,01,2014/12/31,3.0403,Chevron Corp
002991,14541,01,2015/01/31,-8.6022,Chevron Corp
002991,14541,01,2015/02/28,5.0912,Chevron Corp
002991,14541,01,2015/03/31,-1.5936,Chevron Corp
002991,14541,01,2015/04/30,5.7916,Chevron Corp
002991,14541,01,2015/05/31,-6.2939,Chevron Corp
002991,14541,01,2015/06/30,-6.3398,Chevron Corp
002991,14541,01,2015/07/31,-8.2824,Chevron Corp
002991,14541,01,2015/08/31,-7.2559,Chevron Corp
002991,14541,01,2015/09/30,-2.6053,Chevron Corp
002991,14541,01,2015/10/31,15.2130,Chevron Corp
002991,14541,01,2015/11/30,1.6615,Chevron Corp
002991,14541,01,2015/12/31,-1.4893,Chevron Corp
002991,14541,01,2016/01/31,-3.8795,Chevron Corp
002991,14541,01,2016/02/29,-2.2667,Chevron Corp
002991,14541,01,2016/03/31,14.3337,Chevron Corp
002991,14541,01,2016/04/30,7.1069,Chevron Corp
002991,14541,01,2016/05/31,-0.1077,Chevron Corp
002991,14541,01,2016/06/30,3.7921,Chevron Corp
002991,14541,01,2016/07/31,-2.2417,Chevron Corp
002991,14541,01,2016/08/31,-0.8099,Chevron Corp
002991,14541,01,2016/09/30,2.3265,Chevron Corp
002991,14541,01,2016/10/31,1.7781,Chevron Corp
002991,14541,01,2016/11/30,7.5322,Chevron Corp
002991,14541,01,2016/12/31,5.5038,Chevron Corp
003144,11308,01,2010/01/31,-4.8246,Coca-Cola Co (The)
003144,11308,01,2010/02/28,-2.8203,Coca-Cola Co (The)
003144,11308,01,2010/03/31,5.1593,Coca-Cola Co (The)
003144,11308,01,2010/04/30,-2.8182,Coca-Cola Co (The)
003144,11308,01,2010/05/31,-3.8354,Coca-Cola Co (The)
003144,11308,01,2010/06/30,-1.6342,Coca-Cola Co (The)
003144,11308,01,2010/07/31,9.9561,Coca-Cola Co (The)
003144,11308,01,2010/08/31,1.4017,Coca-Cola Co (The)
003144,11308,01,2010/09/30,5.5071,Coca-Cola Co (The)
003144,11308,01,2010/10/31,4.7847,Coca-Cola Co (The)
003144,11308,01,2010/11/30,3.7345,Coca-Cola Co (The)
003144,11308,01,2010/12/31,4.1159,Coca-Cola Co (The)
003144,11308,01,2011/01/31,-4.4397,Coca-Cola Co (The)
003144,11308,01,2011/02/28,1.7025,Coca-Cola Co (The)
003144,11308,01,2011/03/31,4.5213,Coca-Cola Co (The)
003144,11308,01,2011/04/30,1.6883,Coca-Cola Co (The)
003144,11308,01,2011/05/31,-0.9635,Coca-Cola Co (The)
003144,11308,01,2011/06/30,1.4219,Coca-Cola Co (The)
003144,11308,01,2011/07/31,1.0700,Coca-Cola Co (The)
003144,11308,01,2011/08/31,3.5877,Coca-Cola Co (The)
003144,11308,01,2011/09/30,-3.4351,Coca-Cola Co (The)
003144,11308,01,2011/10/31,1.1249,Coca-Cola Co (The)
003144,11308,01,2011/11/30,-0.9075,Coca-Cola Co (The)
003144,11308,01,2011/12/31,4.0756,Coca-Cola Co (The)
003144,11308,01,2012/01/31,-3.4872,Coca-Cola Co (The)
003144,11308,01,2012/02/29,3.4503,Coca-Cola Co (The)
003144,11308,01,2012/03/31,6.6705,Coca-Cola Co (The)
003144,11308,01,2012/04/30,3.1212,Coca-Cola Co (The)
003144,11308,01,2012/05/31,-2.0833,Coca-Cola Co (The)
003144,11308,01,2012/06/30,5.3125,Coca-Cola Co (The)
003144,11308,01,2012/07/31,3.3380,Coca-Cola Co (The)
003144,11308,01,2012/08/31,-7.4257,Coca-Cola Co (The)
003144,11308,01,2012/09/30,2.0989,Coca-Cola Co (The)
003144,11308,01,2012/10/31,-1.9773,Coca-Cola Co (The)
003144,11308,01,2012/11/30,2.6762,Coca-Cola Co (The)
003144,11308,01,2012/12/31,-4.4040,Coca-Cola Co (The)
003144,11308,01,2013/01/31,2.7310,Coca-Cola Co (The)
003144,11308,01,2013/02/28,3.9742,Coca-Cola Co (The)
003144,11308,01,2013/03/31,5.1653,Coca-Cola Co (The)
003144,11308,01,2013/04/30,4.6736,Coca-Cola Co (The)
003144,11308,01,2013/05/31,-5.5280,Coca-Cola Co (The)
003144,11308,01,2013/06/30,1.0003,Coca-Cola Co (The)
003144,11308,01,2013/07/31,-0.0748,Coca-Cola Co (The)
003144,11308,01,2013/08/31,-4.7405,Coca-Cola Co (The)
003144,11308,01,2013/09/30,-0.0524,Coca-Cola Co (The)
003144,11308,01,2013/10/31,4.4615,Coca-Cola Co (The)
003144,11308,01,2013/11/30,2.2745,Coca-Cola Co (The)
003144,11308,01,2013/12/31,2.7868,Coca-Cola Co (The)
003144,11308,01,2014/01/31,-8.4483,Coca-Cola Co (The)
003144,11308,01,2014/02/28,1.0048,Coca-Cola Co (The)
003144,11308,01,2014/03/31,2.0026,Coca-Cola Co (The)
003144,11308,01,2014/04/30,5.5096,Coca-Cola Co (The)
003144,11308,01,2014/05/31,0.2942,Coca-Cola Co (The)
003144,11308,01,2014/06/30,4.2899,Coca-Cola Co (The)
003144,11308,01,2014/07/31,-7.2474,Coca-Cola Co (The)
003144,11308,01,2014/08/31,6.1848,Coca-Cola Co (The)
003144,11308,01,2014/09/30,2.9842,Coca-Cola Co (The)
003144,11308,01,2014/10/31,-1.8284,Coca-Cola Co (The)
003144,11308,01,2014/11/30,7.7722,Coca-Cola Co (The)
003144,11308,01,2014/12/31,-5.8220,Coca-Cola Co (The)
003144,11308,01,2015/01/31,-2.4870,Coca-Cola Co (The)
003144,11308,01,2015/02/28,5.1737,Coca-Cola Co (The)
003144,11308,01,2015/03/31,-5.5889,Coca-Cola Co (The)
003144,11308,01,2015/04/30,0.0247,Coca-Cola Co (The)
003144,11308,01,2015/05/31,0.9862,Coca-Cola Co (The)
003144,11308,01,2015/06/30,-3.4180,Coca-Cola Co (The)
003144,11308,01,2015/07/31,4.7158,Coca-Cola Co (The)
003144,11308,01,2015/08/31,-4.2843,Coca-Cola Co (The)
003144,11308,01,2015/09/30,2.8739,Coca-Cola Co (The)
003144,11308,01,2015/10/31,5.5583,Coca-Cola Co (The)
003144,11308,01,2015/11/30,1.4168,Coca-Cola Co (The)
003144,11308,01,2015/12/31,0.7977,Coca-Cola Co (The)
003144,11308,01,2016/01/31,-0.0931,Coca-Cola Co (The)
003144,11308,01,2016/02/29,0.4893,Coca-Cola Co (The)
003144,11308,01,2016/03/31,8.3700,Coca-Cola Co (The)
003144,11308,01,2016/04/30,-3.4275,Coca-Cola Co (The)
003144,11308,01,2016/05/31,-0.4464,Coca-Cola Co (The)
003144,11308,01,2016/06/30,2.4215,Coca-Cola Co (The)
003144,11308,01,2016/07/31,-3.7503,Coca-Cola Co (The)
003144,11308,01,2016/08/31,-0.4584,Coca-Cola Co (The)
003144,11308,01,2016/09/30,-1.7499,Coca-Cola Co (The)
003144,11308,01,2016/10/31,0.1890,Coca-Cola Co (The)
003144,11308,01,2016/11/30,-4.0094,Coca-Cola Co (The)
003144,11308,01,2016/12/31,2.7509,Coca-Cola Co (The)
003980,26403,01,2010/01/31,-8.3721,Walt Disney Co (The)
003980,26403,01,2010/02/28,5.7191,Walt Disney Co (The)
003980,26403,01,2010/03/31,11.7478,Walt Disney Co (The)
003980,26403,01,2010/04/30,5.5285,Walt Disney Co (The)
003980,26403,01,2010/05/31,-9.2834,Walt Disney Co (The)
003980,26403,01,2010/06/30,-5.7451,Walt Disney Co (The)
003980,26403,01,2010/07/31,6.9524,Walt Disney Co (The)
003980,26403,01,2010/08/31,-3.4135,Walt Disney Co (The)
003980,26403,01,2010/09/30,1.7210,Walt Disney Co (The)
003980,26403,01,2010/10/31,9.1390,Walt Disney Co (The)
003980,26403,01,2010/11/30,1.0657,Walt Disney Co (The)
003980,26403,01,2010/12/31,3.8346,Walt Disney Co (The)
003980,26403,01,2011/01/31,3.6257,Walt Disney Co (The)
003980,26403,01,2011/02/28,12.5289,Walt Disney Co (The)
003980,26403,01,2011/03/31,-1.4861,Walt Disney Co (The)
003980,26403,01,2011/04/30,0.0232,Walt Disney Co (The)
003980,26403,01,2011/05/31,-3.4107,Walt Disney Co (The)
003980,26403,01,2011/06/30,-6.2215,Walt Disney Co (The)
003980,26403,01,2011/07/31,-1.0758,Walt Disney Co (The)
003980,26403,01,2011/08/31,-11.8074,Walt Disney Co (The)
003980,26403,01,2011/09/30,-11.4504,Walt Disney Co (The)
003980,26403,01,2011/10/31,15.6499,Walt Disney Co (The)
003980,26403,01,2011/11/30,2.7810,Walt Disney Co (The)
003980,26403,01,2011/12/31,6.2762,Walt Disney Co (The)
003980,26403,01,2012/01/31,3.7333,Walt Disney Co (The)
003980,26403,01,2012/02/29,7.9434,Walt Disney Co (The)
003980,26403,01,2012/03/31,4.2629,Walt Disney Co (The)
003980,26403,01,2012/04/30,-1.5304,Walt Disney Co (The)
003980,26403,01,2012/05/31,6.0311,Walt Disney Co (The)
003980,26403,01,2012/06/30,6.1037,Walt Disney Co (The)
003980,26403,01,2012/07/31,1.3196,Walt Disney Co (The)
003980,26403,01,2012/08/31,0.6716,Walt Disney Co (The)
003980,26403,01,2012/09/30,5.6802,Walt Disney Co (The)
003980,26403,01,2012/10/31,-6.0444,Walt Disney Co (The)
003980,26403,01,2012/11/30,1.0993,Walt Disney Co (The)
003980,26403,01,2012/12/31,1.7720,Walt Disney Co (The)
003980,26403,01,2013/01/31,8.2145,Walt Disney Co (The)
003980,26403,01,2013/02/28,1.3177,Walt Disney Co (The)
003980,26403,01,2013/03/31,4.0484,Walt Disney Co (The)
003980,26403,01,2013/04/30,10.6338,Walt Disney Co (The)
003980,26403,01,2013/05/31,0.3819,Walt Disney Co (The)
003980,26403,01,2013/06/30,0.1110,Walt Disney Co (The)
003980,26403,01,2013/07/31,2.3753,Walt Disney Co (The)
003980,26403,01,2013/08/31,-5.9087,Walt Disney Co (The)
003980,26403,01,2013/09/30,6.0168,Walt Disney Co (The)
003980,26403,01,2013/10/31,6.3576,Walt Disney Co (The)
003980,26403,01,2013/11/30,2.8430,Walt Disney Co (The)
003980,26403,01,2013/12/31,9.5265,Walt Disney Co (The)
003980,26403,01,2014/01/31,-4.9607,Walt Disney Co (The)
003980,26403,01,2014/02/28,11.2932,Walt Disney Co (The)
003980,26403,01,2014/03/31,-0.9157,Walt Disney Co (The)
003980,26403,01,2014/04/30,-0.9117,Walt Disney Co (The)
003980,26403,01,2014/05/31,5.8861,Walt Disney Co (The)
003980,26403,01,2014/06/30,2.0593,Walt Disney Co (The)
003980,26403,01,2014/07/31,0.1633,Walt Disney Co (The)
003980,26403,01,2014/08/31,4.6577,Walt Disney Co (The)
003980,26403,01,2014/09/30,-0.9457,Walt Disney Co (The)
003980,26403,01,2014/10/31,2.6396,Walt Disney Co (The)
003980,26403,01,2014/11/30,1.2366,Walt Disney Co (The)
003980,26403,01,2014/12/31,3.0591,Walt Disney Co (The)
003980,26403,01,2015/01/31,-3.4292,Walt Disney Co (The)
003980,26403,01,2015/02/28,14.4239,Walt Disney Co (The)
003980,26403,01,2015/03/31,0.7782,Walt Disney Co (The)
003980,26403,01,2015/04/30,3.6514,Walt Disney Co (The)
003980,26403,01,2015/05/31,1.5177,Walt Disney Co (The)
003980,26403,01,2015/06/30,3.4158,Walt Disney Co (The)
003980,26403,01,2015/07/31,5.7123,Walt Disney Co (The)
003980,26403,01,2015/08/31,-15.1000,Walt Disney Co (The)
003980,26403,01,2015/09/30,0.3141,Walt Disney Co (The)
003980,26403,01,2015/10/31,11.2916,Walt Disney Co (The)
003980,26403,01,2015/11/30,-0.2374,Walt Disney Co (The)
003980,26403,01,2015/12/31,-6.7683,Walt Disney Co (The)
003980,26403,01,2016/01/31,-8.8123,Walt Disney Co (The)
003980,26403,01,2016/02/29,-0.3131,Walt Disney Co (The)
003980,26403,01,2016/03/31,3.9678,Walt Disney Co (The)
003980,26403,01,2016/04/30,3.9774,Walt Disney Co (The)
003980,26403,01,2016/05/31,-3.9125,Walt Disney Co (The)
003980,26403,01,2016/06/30,-1.4110,Walt Disney Co (The)
003980,26403,01,2016/07/31,-1.1859,Walt Disney Co (The)
003980,26403,01,2016/08/31,-1.5529,Walt Disney Co (The)
003980,26403,01,2016/09/30,-1.6938,Walt Disney Co (The)
003980,26403,01,2016/10/31,-0.1831,Walt Disney Co (The)
003980,26403,01,2016/11/30,6.9371,Walt Disney Co (The)
003980,26403,01,2016/12/31,5.9322,Walt Disney Co (The)
004503,11850,01,2010/01/31,-5.5140,Exxon Mobil Corp
004503,11850,01,2010/02/28,1.5366,Exxon Mobil Corp
004503,11850,01,2010/03/31,3.0462,Exxon Mobil Corp
004503,11850,01,2010/04/30,1.1795,Exxon Mobil Corp
004503,11850,01,2010/05/31,-10.1372,Exxon Mobil Corp
004503,11850,01,2010/06/30,-5.6070,Exxon Mobil Corp
004503,11850,01,2010/07/31,4.5733,Exxon Mobil Corp
004503,11850,01,2010/08/31,-0.2178,Exxon Mobil Corp
004503,11850,01,2010/09/30,4.5339,Exxon Mobil Corp
004503,11850,01,2010/10/31,7.6064,Exxon Mobil Corp
004503,11850,01,2010/11/30,5.2790,Exxon Mobil Corp
004503,11850,01,2010/12/31,5.1179,Exxon Mobil Corp
004503,11850,01,2011/01/31,10.3392,Exxon Mobil Corp
004503,11850,01,2011/02/28,6.5568,Exxon Mobil Corp
004503,11850,01,2011/03/31,-1.6369,Exxon Mobil Corp
004503,11850,01,2011/04/30,4.5763,Exxon Mobil Corp
004503,11850,01,2011/05/31,-4.5920,Exxon Mobil Corp
004503,11850,01,2011/06/30,-2.5039,Exxon Mobil Corp
004503,11850,01,2011/07/31,-1.9538,Exxon Mobil Corp
004503,11850,01,2011/08/31,-6.6424,Exxon Mobil Corp
004503,11850,01,2011/09/30,-1.8779,Exxon Mobil Corp
004503,11850,01,2011/10/31,7.5176,Exxon Mobil Corp
004503,11850,01,2011/11/30,3.6112,Exxon Mobil Corp
004503,11850,01,2011/12/31,5.3705,Exxon Mobil Corp
004503,11850,01,2012/01/31,-1.2034,Exxon Mobil Corp
004503,11850,01,2012/02/29,3.8572,Exxon Mobil Corp
004503,11850,01,2012/03/31,0.2659,Exxon Mobil Corp
004503,11850,01,2012/04/30,-0.4497,Exxon Mobil Corp
004503,11850,01,2012/05/31,-8.2696,Exxon Mobil Corp
004503,11850,01,2012/06/30,8.8261,Exxon Mobil Corp
004503,11850,01,2012/07/31,1.4959,Exxon Mobil Corp
004503,11850,01,2012/08/31,1.1744,Exxon Mobil Corp
004503,11850,01,2012/09/30,4.7537,Exxon Mobil Corp
004503,11850,01,2012/10/31,-0.3062,Exxon Mobil Corp
004503,11850,01,2012/11/30,-2.6983,Exxon Mobil Corp
004503,11850,01,2012/12/31,-1.8039,Exxon Mobil Corp
004503,11850,01,2013/01/31,3.9515,Exxon Mobil Corp
004503,11850,01,2013/02/28,0.1667,Exxon Mobil Corp
004503,11850,01,2013/03/31,0.6253,Exxon Mobil Corp
004503,11850,01,2013/04/30,-1.2429,Exxon Mobil Corp
004503,11850,01,2013/05/31,2.3711,Exxon Mobil Corp
004503,11850,01,2013/06/30,-0.1326,Exxon Mobil Corp
004503,11850,01,2013/07/31,3.7631,Exxon Mobil Corp
004503,11850,01,2013/08/31,-6.3573,Exxon Mobil Corp
004503,11850,01,2013/09/30,-1.2850,Exxon Mobil Corp
004503,11850,01,2013/10/31,4.1609,Exxon Mobil Corp
004503,11850,01,2013/11/30,5.0100,Exxon Mobil Corp
004503,11850,01,2013/12/31,8.2585,Exxon Mobil Corp
004503,11850,01,2014/01/31,-8.9328,Exxon Mobil Corp
004503,11850,01,2014/02/28,5.1432,Exxon Mobil Corp
004503,11850,01,2014/03/31,1.4646,Exxon Mobil Corp
004503,11850,01,2014/04/30,4.8423,Exxon Mobil Corp
004503,11850,01,2014/05/31,-1.1620,Exxon Mobil Corp
004503,11850,01,2014/06/30,0.1492,Exxon Mobil Corp
004503,11850,01,2014/07/31,-1.7282,Exxon Mobil Corp
004503,11850,01,2014/08/31,1.2230,Exxon Mobil Corp
004503,11850,01,2014/09/30,-5.4394,Exxon Mobil Corp
004503,11850,01,2014/10/31,2.8283,Exxon Mobil Corp
004503,11850,01,2014/11/30,-5.6664,Exxon Mobil Corp
004503,11850,01,2014/12/31,2.1096,Exxon Mobil Corp
004503,11850,01,2015/01/31,-5.4408,Exxon Mobil Corp
004503,11850,01,2015/02/28,2.0705,Exxon Mobil Corp
004503,11850,01,2015/03/31,-3.9982,Exxon Mobil Corp
004503,11850,01,2015/04/30,2.7882,Exxon Mobil Corp
004503,11850,01,2015/05/31,-1.6482,Exxon Mobil Corp
004503,11850,01,2015/06/30,-2.3474,Exxon Mobil Corp
004503,11850,01,2015/07/31,-4.7957,Exxon Mobil Corp
004503,11850,01,2015/08/31,-4.0904,Exxon Mobil Corp
004503,11850,01,2015/09/30,-1.1829,Exxon Mobil Corp
004503,11850,01,2015/10/31,11.2845,Exxon Mobil Corp
004503,11850,01,2015/11/30,-0.4230,Exxon Mobil Corp
004503,11850,01,2015/12/31,-4.5432,Exxon Mobil Corp
004503,11850,01,2016/01/31,-0.1283,Exxon Mobil Corp
004503,11850,01,2016/02/29,3.8921,Exxon Mobil Corp
004503,11850,01,2016/03/31,4.2920,Exxon Mobil Corp
004503,11850,01,2016/04/30,5.7543,Exxon Mobil Corp
004503,11850,01,2016/05/31,1.5498,Exxon Mobil Corp
004503,11850,01,2016/06/30,5.3022,Exxon Mobil Corp
004503,11850,01,2016/07/31,-5.1099,Exxon Mobil Corp
004503,11850,01,2016/08/31,-1.1917,Exxon Mobil Corp
004503,11850,01,2016/09/30,0.1607,Exxon Mobil Corp
004503,11850,01,2016/10/31,-4.5371,Exxon Mobil Corp
004503,11850,01,2016/11/30,5.6769,Exxon Mobil Corp
004503,11850,01,2016/12/31,3.3906,Exxon Mobil Corp
005047,12060,01,2010/01/31,6.2789,General Electric Co
005047,12060,01,2010/02/28,0.4975,General Electric Co
005047,12060,01,2010/03/31,13.3250,General Electric Co
005047,12060,01,2010/04/30,3.6264,General Electric Co
005047,12060,01,2010/05/31,-13.3086,General Electric Co
005047,12060,01,2010/06/30,-11.1927,General Electric Co
005047,12060,01,2010/07/31,11.7892,General Electric Co
005047,12060,01,2010/08/31,-10.1737,General Electric Co
005047,12060,01,2010/09/30,13.0525,General Electric Co
005047,12060,01,2010/10/31,-1.4154,General Electric Co
005047,12060,01,2010/11/30,-1.1860,General Electric Co
005047,12060,01,2010/12/31,16.4245,General Electric Co
005047,12060,01,2011/01/31,10.1148,General Electric Co
005047,12060,01,2011/02/28,4.5680,General Electric Co
005047,12060,01,2011/03/31,-4.1587,General Electric Co
005047,12060,01,2011/04/30,1.9950,General Electric Co
005047,12060,01,2011/05/31,-3.9609,General Electric Co
005047,12060,01,2011/06/30,-3.2077,General Electric Co
005047,12060,01,2011/07/31,-5.0371,General Electric Co
005047,12060,01,2011/08/31,-8.9336,General Electric Co
005047,12060,01,2011/09/30,-5.7633,General Electric Co
005047,12060,01,2011/10/31,9.7898,General Electric Co
005047,12060,01,2011/11/30,-4.7876,General Electric Co
005047,12060,01,2011/12/31,13.6392,General Electric Co
005047,12060,01,2012/01/31,4.4668,General Electric Co
005047,12060,01,2012/02/29,2.7258,General Electric Co
005047,12060,01,2012/03/31,5.3543,General Electric Co
005047,12060,01,2012/04/30,-2.4415,General Electric Co
005047,12060,01,2012/05/31,-2.5026,General Electric Co
005047,12060,01,2012/06/30,10.0576,General Electric Co
005047,12060,01,2012/07/31,-0.4319,General Electric Co
005047,12060,01,2012/08/31,-0.1928,General Electric Co
005047,12060,01,2012/09/30,10.4780,General Electric Co
005047,12060,01,2012/10/31,-7.2655,General Electric Co
005047,12060,01,2012/11/30,0.3324,General Electric Co
005047,12060,01,2012/12/31,0.2366,General Electric Co
005047,12060,01,2013/01/31,6.1458,General Electric Co
005047,12060,01,2013/02/28,5.0718,General Electric Co
005047,12060,01,2013/03/31,-0.4307,General Electric Co
005047,12060,01,2013/04/30,-3.5900,General Electric Co
005047,12060,01,2013/05/31,4.6209,General Electric Co
005047,12060,01,2013/06/30,0.2573,General Electric Co
005047,12060,01,2013/07/31,5.0884,General Electric Co
005047,12060,01,2013/08/31,-5.0472,General Electric Co
005047,12060,01,2013/09/30,4.0622,General Electric Co
005047,12060,01,2013/10/31,9.4182,General Electric Co
005047,12060,01,2013/11/30,1.9893,General Electric Co
005047,12060,01,2013/12/31,5.9640,General Electric Co
005047,12060,01,2014/01/31,-10.3461,General Electric Co
005047,12060,01,2014/02/28,2.2284,General Electric Co
005047,12060,01,2014/03/31,1.6490,General Electric Co
005047,12060,01,2014/04/30,3.8625,General Electric Co
005047,12060,01,2014/05/31,-0.3719,General Electric Co
005047,12060,01,2014/06/30,-1.0825,General Electric Co
005047,12060,01,2014/07/31,-4.2998,General Electric Co
005047,12060,01,2014/08/31,3.3002,General Electric Co
005047,12060,01,2014/09/30,-0.5389,General Electric Co
005047,12060,01,2014/10/31,0.7416,General Electric Co
005047,12060,01,2014/11/30,2.6346,General Electric Co
005047,12060,01,2014/12/31,-3.7373,General Electric Co
005047,12060,01,2015/01/31,-5.4610,General Electric Co
005047,12060,01,2015/02/28,9.7530,General Electric Co
005047,12060,01,2015/03/31,-4.5402,General Electric Co
005047,12060,01,2015/04/30,9.1495,General Electric Co
005047,12060,01,2015/05/31,0.7016,General Electric Co
005047,12060,01,2015/06/30,-1.7235,General Electric Co
005047,12060,01,2015/07/31,-1.7689,General Electric Co
005047,12060,01,2015/08/31,-4.9042,General Electric Co
005047,12060,01,2015/09/30,2.5383,General Electric Co
005047,12060,01,2015/10/31,14.6709,General Electric Co
005047,12060,01,2015/11/30,3.5270,General Electric Co
005047,12060,01,2015/12/31,4.8096,General Electric Co
005047,12060,01,2016/01/31,-6.5811,General Electric Co
005047,12060,01,2016/02/29,0.9278,General Electric Co
005047,12060,01,2016/03/31,9.0940,General Electric Co
005047,12060,01,2016/04/30,-3.2715,General Electric Co
005047,12060,01,2016/05/31,-1.6911,General Electric Co
005047,12060,01,2016/06/30,4.8958,General Electric Co
005047,12060,01,2016/07/31,-1.0801,General Electric Co
005047,12060,01,2016/08/31,0.3211,General Electric Co
