GVKEY,LPERMNO,iid,datadate,trt1m,conml
005047,12060,01,2016/09/30,-4.4494,General Electric Co
005047,12060,01,2016/10/31,-1.7556,General Electric Co
005047,12060,01,2016/11/30,5.7045,General Electric Co
005047,12060,01,2016/12/31,3.5111,General Electric Co
005680,66181,01,2010/01/31,-3.1801,Home Depot Inc. (The)
005680,66181,01,2010/02/28,11.3888,Home Depot Inc. (The)
005680,66181,01,2010/03/31,4.4431,Home Depot Inc. (The)
005680,66181,01,2010/04/30,8.9026,Home Depot Inc. (The)
005680,66181,01,2010/05/31,-3.8887,Home Depot Inc. (The)
005680,66181,01,2010/06/30,-16.4021,Home Depot Inc. (The)
005680,66181,01,2010/07/31,1.5675,Home Depot Inc. (The)
005680,66181,01,2010/08/31,-1.5915,Home Depot Inc. (The)
005680,66181,01,2010/09/30,13.8749,Home Depot Inc. (The)
005680,66181,01,2010/10/31,-2.4621,Home Depot Inc. (The)
005680,66181,01,2010/11/30,-1.4684,Home Depot Inc. (The)
005680,66181,01,2010/12/31,16.0543,Home Depot Inc. (The)
005680,66181,01,2011/01/31,4.8774,Home Depot Inc. (The)
005680,66181,01,2011/02/28,1.9037,Home Depot Inc. (The)
005680,66181,01,2011/03/31,-0.4270,Home Depot Inc. (The)
005680,66181,01,2011/04/30,0.2428,Home Depot Inc. (The)
005680,66181,01,2011/05/31,-2.3419,Home Depot Inc. (The)
005680,66181,01,2011/06/30,0.5237,Home Depot Inc. (The)
005680,66181,01,2011/07/31,-3.5616,Home Depot Inc. (The)
005680,66181,01,2011/08/31,-3.7217,Home Depot Inc. (The)
005680,66181,01,2011/09/30,-1.5279,Home Depot Inc. (The)
005680,66181,01,2011/10/31,8.9139,Home Depot Inc. (The)
005680,66181,01,2011/11/30,10.3631,Home Depot Inc. (The)
005680,66181,01,2011/12/31,7.1902,Home Depot Inc. (The)
005680,66181,01,2012/01/31,5.5899,Home Depot Inc. (The)
005680,66181,01,2012/02/29,7.1638,Home Depot Inc. (The)
005680,66181,01,2012/03/31,6.3696,Home Depot Inc. (The)
005680,66181,01,2012/04/30,2.9418,Home Depot Inc. (The)
005680,66181,01,2012/05/31,-4.1707,Home Depot Inc. (The)
005680,66181,01,2012/06/30,7.3976,Home Depot Inc. (The)
005680,66181,01,2012/07/31,-1.5286,Home Depot Inc. (The)
005680,66181,01,2012/08/31,9.3139,Home Depot Inc. (The)
005680,66181,01,2012/09/30,6.3789,Home Depot Inc. (The)
005680,66181,01,2012/10/31,1.6730,Home Depot Inc. (The)
005680,66181,01,2012/11/30,6.4842,Home Depot Inc. (The)
005680,66181,01,2012/12/31,-4.9485,Home Depot Inc. (The)
005680,66181,01,2013/01/31,8.1973,Home Depot Inc. (The)
005680,66181,01,2013/02/28,2.3610,Home Depot Inc. (The)
005680,66181,01,2013/03/31,2.4380,Home Depot Inc. (The)
005680,66181,01,2013/04/30,5.1161,Home Depot Inc. (The)
005680,66181,01,2013/05/31,7.2393,Home Depot Inc. (The)
005680,66181,01,2013/06/30,-1.0170,Home Depot Inc. (The)
005680,66181,01,2013/07/31,2.0137,Home Depot Inc. (The)
005680,66181,01,2013/08/31,-5.7447,Home Depot Inc. (The)
005680,66181,01,2013/09/30,2.3493,Home Depot Inc. (The)
005680,66181,01,2013/10/31,2.6895,Home Depot Inc. (The)
005680,66181,01,2013/11/30,3.5691,Home Depot Inc. (The)
005680,66181,01,2013/12/31,2.5536,Home Depot Inc. (The)
005680,66181,01,2014/01/31,-6.6675,Home Depot Inc. (The)
005680,66181,01,2014/02/28,6.7404,Home Depot Inc. (The)
005680,66181,01,2014/03/31,-2.9623,Home Depot Inc. (The)
005680,66181,01,2014/04/30,0.4802,Home Depot Inc. (The)
005680,66181,01,2014/05/31,0.9055,Home Depot Inc. (The)
005680,66181,01,2014/06/30,1.4957,Home Depot Inc. (The)
005680,66181,01,2014/07/31,-0.1359,Home Depot Inc. (The)
005680,66181,01,2014/08/31,15.6463,Home Depot Inc. (The)
005680,66181,01,2014/09/30,-1.3797,Home Depot Inc. (The)
005680,66181,01,2014/10/31,6.3004,Home Depot Inc. (The)
005680,66181,01,2014/11/30,1.9278,Home Depot Inc. (The)
005680,66181,01,2014/12/31,6.0765,Home Depot Inc. (The)
005680,66181,01,2015/01/31,-0.5240,Home Depot Inc. (The)
005680,66181,01,2015/02/28,9.8927,Home Depot Inc. (The)
005680,66181,01,2015/03/31,-0.4793,Home Depot Inc. (The)
005680,66181,01,2015/04/30,-5.8358,Home Depot Inc. (The)
005680,66181,01,2015/05/31,4.1503,Home Depot Inc. (The)
005680,66181,01,2015/06/30,0.2693,Home Depot Inc. (The)
005680,66181,01,2015/07/31,5.3091,Home Depot Inc. (The)
005680,66181,01,2015/08/31,-0.4871,Home Depot Inc. (The)
005680,66181,01,2015/09/30,-0.3263,Home Depot Inc. (The)
005680,66181,01,2015/10/31,7.0569,Home Depot Inc. (The)
005680,66181,01,2015/11/30,8.2821,Home Depot Inc. (The)
005680,66181,01,2015/12/31,-0.7768,Home Depot Inc. (The)
005680,66181,01,2016/01/31,-4.9074,Home Depot Inc. (The)
005680,66181,01,2016/02/29,-1.3041,Home Depot Inc. (The)
005680,66181,01,2016/03/31,8.0567,Home Depot Inc. (The)
005680,66181,01,2016/04/30,0.3448,Home Depot Inc. (The)
005680,66181,01,2016/05/31,-0.8066,Home Depot Inc. (The)
005680,66181,01,2016/06/30,-3.3530,Home Depot Inc. (The)
005680,66181,01,2016/07/31,8.2622,Home Depot Inc. (The)
005680,66181,01,2016/08/31,-2.4812,Home Depot Inc. (The)
005680,66181,01,2016/09/30,-4.0561,Home Depot Inc. (The)
005680,66181,01,2016/10/31,-5.1834,Home Depot Inc. (The)
005680,66181,01,2016/11/30,6.6224,Home Depot Inc. (The)
005680,66181,01,2016/12/31,3.6167,Home Depot Inc. (The)
006008,59328,01,2010/01/31,-4.9020,Intel Corp
006008,59328,01,2010/02/28,6.6366,Intel Corp
006008,59328,01,2010/03/31,8.5728,Intel Corp
006008,59328,01,2010/04/30,2.4675,Intel Corp
006008,59328,01,2010/05/31,-5.5276,Intel Corp
006008,59328,01,2010/06/30,-9.1970,Intel Corp
006008,59328,01,2010/07/31,5.9126,Intel Corp
006008,59328,01,2010/08/31,-13.4830,Intel Corp
006008,59328,01,2010/09/30,8.6895,Intel Corp
006008,59328,01,2010/10/31,4.4271,Intel Corp
006008,59328,01,2010/11/30,6.3092,Intel Corp
006008,59328,01,2010/12/31,-0.6026,Intel Corp
006008,59328,01,2011/01/31,2.0447,Intel Corp
006008,59328,01,2011/02/28,0.8910,Intel Corp
006008,59328,01,2011/03/31,-6.0084,Intel Corp
006008,59328,01,2011/04/30,14.7175,Intel Corp
006008,59328,01,2011/05/31,-1.9819,Intel Corp
006008,59328,01,2011/06/30,-1.5549,Intel Corp
006008,59328,01,2011/07/31,0.7671,Intel Corp
006008,59328,01,2011/08/31,-8.9118,Intel Corp
006008,59328,01,2011/09/30,5.9861,Intel Corp
006008,59328,01,2011/10/31,15.0223,Intel Corp
006008,59328,01,2011/11/30,2.3635,Intel Corp
006008,59328,01,2011/12/31,-2.6495,Intel Corp
006008,59328,01,2012/01/31,8.9485,Intel Corp
006008,59328,01,2012/02/29,2.5360,Intel Corp
006008,59328,01,2012/03/31,4.5945,Intel Corp
006008,59328,01,2012/04/30,0.9959,Intel Corp
006008,59328,01,2012/05/31,-8.2585,Intel Corp
006008,59328,01,2012/06/30,3.1347,Intel Corp
006008,59328,01,2012/07/31,-3.5647,Intel Corp
006008,59328,01,2012/08/31,-2.5097,Intel Corp
006008,59328,01,2012/09/30,-8.7596,Intel Corp
006008,59328,01,2012/10/31,-4.5244,Intel Corp
006008,59328,01,2012/11/30,-8.5067,Intel Corp
006008,59328,01,2012/12/31,5.3923,Intel Corp
006008,59328,01,2013/01/31,2.0369,Intel Corp
006008,59328,01,2013/02/28,0.3089,Intel Corp
006008,59328,01,2013/03/31,4.5738,Intel Corp
006008,59328,01,2013/04/30,9.6863,Intel Corp
006008,59328,01,2013/05/31,2.3173,Intel Corp
006008,59328,01,2013/06/30,-0.2059,Intel Corp
006008,59328,01,2013/07/31,-3.6938,Intel Corp
006008,59328,01,2013/08/31,-4.8425,Intel Corp
006008,59328,01,2013/09/30,4.2812,Intel Corp
006008,59328,01,2013/10/31,6.7580,Intel Corp
006008,59328,01,2013/11/30,-1.6551,Intel Corp
006008,59328,01,2013/12/31,8.8716,Intel Corp
006008,59328,01,2014/01/31,-5.4517,Intel Corp
006008,59328,01,2014/02/28,1.8134,Intel Corp
006008,59328,01,2014/03/31,4.2569,Intel Corp
006008,59328,01,2014/04/30,3.3935,Intel Corp
006008,59328,01,2014/05/31,3.2034,Intel Corp
006008,59328,01,2014/06/30,13.1040,Intel Corp
006008,59328,01,2014/07/31,9.6764,Intel Corp
006008,59328,01,2014/08/31,3.7032,Intel Corp
006008,59328,01,2014/09/30,-0.2864,Intel Corp
006008,59328,01,2014/10/31,-2.3262,Intel Corp
006008,59328,01,2014/11/30,10.1882,Intel Corp
006008,59328,01,2014/12/31,-2.5772,Intel Corp
006008,59328,01,2015/01/31,-8.9556,Intel Corp
006008,59328,01,2015/02/28,1.3620,Intel Corp
006008,59328,01,2015/03/31,-5.9549,Intel Corp
006008,59328,01,2015/04/30,4.0934,Intel Corp
006008,59328,01,2015/05/31,6.6052,Intel Corp
006008,59328,01,2015/06/30,-11.7382,Intel Corp
006008,59328,01,2015/07/31,-4.8167,Intel Corp
006008,59328,01,2015/08/31,-0.5872,Intel Corp
006008,59328,01,2015/09/30,5.6062,Intel Corp
006008,59328,01,2015/10/31,12.3424,Intel Corp
006008,59328,01,2015/11/30,3.3963,Intel Corp
006008,59328,01,2015/12/31,-0.9203,Intel Corp
006008,59328,01,2016/01/31,-9.9565,Intel Corp
006008,59328,01,2016/02/29,-3.7718,Intel Corp
006008,59328,01,2016/03/31,9.3275,Intel Corp
006008,59328,01,2016/04/30,-6.3988,Intel Corp
006008,59328,01,2016/05/31,5.1849,Intel Corp
006008,59328,01,2016/06/30,3.8303,Intel Corp
006008,59328,01,2016/07/31,6.2805,Intel Corp
006008,59328,01,2016/08/31,3.7005,Intel Corp
006008,59328,01,2016/09/30,5.1825,Intel Corp
006008,59328,01,2016/10/31,-7.6291,Intel Corp
006008,59328,01,2016/11/30,0.2581,Intel Corp
006008,59328,01,2016/12/31,4.5245,Intel Corp
006066,12490,01,2010/01/31,-6.5011,International Business Machines Corp
006066,12490,01,2010/02/28,4.3468,International Business Machines Corp
006066,12490,01,2010/03/31,0.8572,International Business Machines Corp
006066,12490,01,2010/04/30,0.5848,International Business Machines Corp
006066,12490,01,2010/05/31,-2.3953,International Business Machines Corp
006066,12490,01,2010/06/30,-1.4210,International Business Machines Corp
006066,12490,01,2010/07/31,3.9845,International Business Machines Corp
006066,12490,01,2010/08/31,-3.5981,International Business Machines Corp
006066,12490,01,2010/09/30,8.9418,International Business Machines Corp
006066,12490,01,2010/10/31,7.0523,International Business Machines Corp
006066,12490,01,2010/11/30,-1.0376,International Business Machines Corp
006066,12490,01,2010/12/31,3.7466,International Business Machines Corp
006066,12490,01,2011/01/31,10.3843,International Business Machines Corp
006066,12490,01,2011/02/28,0.3272,International Business Machines Corp
006066,12490,01,2011/03/31,0.7351,International Business Machines Corp
006066,12490,01,2011/04/30,4.6054,International Business Machines Corp
006066,12490,01,2011/05/31,-0.5276,International Business Machines Corp
006066,12490,01,2011/06/30,1.5509,International Business Machines Corp
006066,12490,01,2011/07/31,6.0041,International Business Machines Corp
006066,12490,01,2011/08/31,-5.0536,International Business Machines Corp
006066,12490,01,2011/09/30,1.7218,International Business Machines Corp
006066,12490,01,2011/10/31,5.5813,International Business Machines Corp
006066,12490,01,2011/11/30,2.2315,International Business Machines Corp
006066,12490,01,2011/12/31,-2.1915,International Business Machines Corp
006066,12490,01,2012/01/31,4.7422,International Business Machines Corp
006066,12490,01,2012/02/29,2.5337,International Business Machines Corp
006066,12490,01,2012/03/31,6.0591,International Business Machines Corp
006066,12490,01,2012/04/30,-0.7525,International Business Machines Corp
006066,12490,01,2012/05/31,-6.4371,International Business Machines Corp
006066,12490,01,2012/06/30,1.3893,International Business Machines Corp
006066,12490,01,2012/07/31,0.2045,International Business Machines Corp
006066,12490,01,2012/08/31,-0.1429,International Business Machines Corp
006066,12490,01,2012/09/30,6.4665,International Business Machines Corp
006066,12490,01,2012/10/31,-6.2280,International Business Machines Corp
006066,12490,01,2012/11/30,-1.8558,International Business Machines Corp
006066,12490,01,2012/12/31,0.7787,International Business Machines Corp
006066,12490,01,2013/01/31,6.0141,International Business Machines Corp
006066,12490,01,2013/02/28,-0.6845,International Business Machines Corp
006066,12490,01,2013/03/31,6.2092,International Business Machines Corp
006066,12490,01,2013/04/30,-5.0445,International Business Machines Corp
006066,12490,01,2013/05/31,3.1747,International Business Machines Corp
006066,12490,01,2013/06/30,-8.1290,International Business Machines Corp
006066,12490,01,2013/07/31,2.0564,International Business Machines Corp
006066,12490,01,2013/08/31,-6.0603,International Business Machines Corp
006066,12490,01,2013/09/30,1.5965,International Business Machines Corp
006066,12490,01,2013/10/31,-3.2239,International Business Machines Corp
006066,12490,01,2013/11/30,0.7924,International Business Machines Corp
006066,12490,01,2013/12/31,4.3911,International Business Machines Corp
006066,12490,01,2014/01/31,-5.8058,International Business Machines Corp
006066,12490,01,2014/02/28,5.3430,International Business Machines Corp
006066,12490,01,2014/03/31,3.9531,International Business Machines Corp
006066,12490,01,2014/04/30,2.0676,International Business Machines Corp
006066,12490,01,2014/05/31,-5.6039,International Business Machines Corp
006066,12490,01,2014/06/30,-1.6761,International Business Machines Corp
006066,12490,01,2014/07/31,5.7373,International Business Machines Corp
006066,12490,01,2014/08/31,0.9026,International Business Machines Corp
006066,12490,01,2014/09/30,-1.2845,International Business Machines Corp
006066,12490,01,2014/10/31,-13.3962,International Business Machines Corp
006066,12490,01,2014/11/30,-0.6873,International Business Machines Corp
006066,12490,01,2014/12/31,-1.0668,International Business Machines Corp
006066,12490,01,2015/01/31,-4.4440,International Business Machines Corp
006066,12490,01,2015/02/28,6.3466,International Business Machines Corp
006066,12490,01,2015/03/31,-0.8892,International Business Machines Corp
006066,12490,01,2015/04/30,6.7227,International Business Machines Corp
006066,12490,01,2015/05/31,-0.1985,International Business Machines Corp
006066,12490,01,2015/06/30,-4.1202,International Business Machines Corp
006066,12490,01,2015/07/31,-0.4119,International Business Machines Corp
006066,12490,01,2015/08/31,-7.9017,International Business Machines Corp
006066,12490,01,2015/09/30,-1.9744,International Business Machines Corp
006066,12490,01,2015/10/31,-3.3731,International Business Machines Corp
006066,12490,01,2015/11/30,0.4569,International Business Machines Corp
006066,12490,01,2015/12/31,-1.2911,International Business Machines Corp
006066,12490,01,2016/01/31,-9.3228,International Business Machines Corp
006066,12490,01,2016/02/29,6.0422,International Business Machines Corp
006066,12490,01,2016/03/31,15.5842,International Business Machines Corp
006066,12490,01,2016/04/30,-3.6382,International Business Machines Corp
006066,12490,01,2016/05/31,6.3040,International Business Machines Corp
006066,12490,01,2016/06/30,-1.2749,International Business Machines Corp
006066,12490,01,2016/07/31,5.8242,International Business Machines Corp
006066,12490,01,2016/08/31,-0.2117,International Business Machines Corp
006066,12490,01,2016/09/30,-0.0189,International Business Machines Corp
006066,12490,01,2016/10/31,-3.2483,International Business Machines Corp
006066,12490,01,2016/11/30,6.4611,International Business Machines Corp
006066,12490,01,2016/12/31,2.3240,International Business Machines Corp
006266,22111,01,2010/01/31,-2.4065,Johnson & Johnson
006266,22111,01,2010/02/28,1.0022,Johnson & Johnson
006266,22111,01,2010/03/31,3.4921,Johnson & Johnson
006266,22111,01,2010/04/30,-1.3804,Johnson & Johnson
006266,22111,01,2010/05/31,-8.4914,Johnson & Johnson
006266,22111,01,2010/06/30,1.3036,Johnson & Johnson
006266,22111,01,2010/07/31,-1.6424,Johnson & Johnson
006266,22111,01,2010/08/31,-0.9124,Johnson & Johnson
006266,22111,01,2010/09/30,8.6636,Johnson & Johnson
006266,22111,01,2010/10/31,2.8728,Johnson & Johnson
006266,22111,01,2010/11/30,-2.5886,Johnson & Johnson
006266,22111,01,2010/12/31,0.4874,Johnson & Johnson
006266,22111,01,2011/01/31,-3.3630,Johnson & Johnson
006266,22111,01,2011/02/28,3.6975,Johnson & Johnson
006266,22111,01,2011/03/31,-3.5645,Johnson & Johnson
006266,22111,01,2011/04/30,10.9198,Johnson & Johnson
006266,22111,01,2011/05/31,3.2562,Johnson & Johnson
006266,22111,01,2011/06/30,-1.1443,Johnson & Johnson
006266,22111,01,2011/07/31,-2.6007,Johnson & Johnson
006266,22111,01,2011/08/31,2.4386,Johnson & Johnson
006266,22111,01,2011/09/30,-3.2067,Johnson & Johnson
006266,22111,01,2011/10/31,1.0991,Johnson & Johnson
006266,22111,01,2011/11/30,1.3977,Johnson & Johnson
006266,22111,01,2011/12/31,1.3288,Johnson & Johnson
006266,22111,01,2012/01/31,0.5032,Johnson & Johnson
006266,22111,01,2012/02/29,-0.3945,Johnson & Johnson
006266,22111,01,2012/03/31,1.3522,Johnson & Johnson
006266,22111,01,2012/04/30,-1.3038,Johnson & Johnson
006266,22111,01,2012/05/31,-3.1644,Johnson & Johnson
006266,22111,01,2012/06/30,8.2172,Johnson & Johnson
006266,22111,01,2012/07/31,2.4571,Johnson & Johnson
006266,22111,01,2012/08/31,-1.7047,Johnson & Johnson
006266,22111,01,2012/09/30,2.1949,Johnson & Johnson
006266,22111,01,2012/10/31,2.7717,Johnson & Johnson
006266,22111,01,2012/11/30,-0.6778,Johnson & Johnson
006266,22111,01,2012/12/31,0.5306,Johnson & Johnson
006266,22111,01,2013/01/31,5.4494,Johnson & Johnson
006266,22111,01,2013/02/28,3.7879,Johnson & Johnson
006266,22111,01,2013/03/31,7.1213,Johnson & Johnson
006266,22111,01,2013/04/30,4.5382,Johnson & Johnson
006266,22111,01,2013/05/31,-0.4576,Johnson & Johnson
006266,22111,01,2013/06/30,1.9957,Johnson & Johnson
006266,22111,01,2013/07/31,8.8982,Johnson & Johnson
006266,22111,01,2013/08/31,-6.8770,Johnson & Johnson
006266,22111,01,2013/09/30,0.3240,Johnson & Johnson
006266,22111,01,2013/10/31,6.8289,Johnson & Johnson
006266,22111,01,2013/11/30,2.9262,Johnson & Johnson
006266,22111,01,2013/12/31,-3.2432,Johnson & Johnson
006266,22111,01,2014/01/31,-3.4065,Johnson & Johnson
006266,22111,01,2014/02/28,4.8717,Johnson & Johnson
006266,22111,01,2014/03/31,6.6327,Johnson & Johnson
006266,22111,01,2014/04/30,3.1151,Johnson & Johnson
006266,22111,01,2014/05/31,0.8589,Johnson & Johnson
006266,22111,01,2014/06/30,3.1145,Johnson & Johnson
006266,22111,01,2014/07/31,-4.3300,Johnson & Johnson
006266,22111,01,2014/08/31,4.3361,Johnson & Johnson
006266,22111,01,2014/09/30,2.7572,Johnson & Johnson
006266,22111,01,2014/10/31,1.1164,Johnson & Johnson
006266,22111,01,2014/11/30,1.0855,Johnson & Johnson
006266,22111,01,2014/12/31,-3.3995,Johnson & Johnson
006266,22111,01,2015/01/31,-4.2364,Johnson & Johnson
006266,22111,01,2015/02/28,3.0657,Johnson & Johnson
006266,22111,01,2015/03/31,-1.8632,Johnson & Johnson
006266,22111,01,2015/04/30,-1.3917,Johnson & Johnson
006266,22111,01,2015/05/31,1.7036,Johnson & Johnson
006266,22111,01,2015/06/30,-2.6763,Johnson & Johnson
006266,22111,01,2015/07/31,2.8217,Johnson & Johnson
006266,22111,01,2015/08/31,-5.4685,Johnson & Johnson
006266,22111,01,2015/09/30,-0.6704,Johnson & Johnson
006266,22111,01,2015/10/31,8.2271,Johnson & Johnson
006266,22111,01,2015/11/30,0.9502,Johnson & Johnson
006266,22111,01,2015/12/31,1.4619,Johnson & Johnson
006266,22111,01,2016/01/31,1.6745,Johnson & Johnson
006266,22111,01,2016/02/29,1.4554,Johnson & Johnson
006266,22111,01,2016/03/31,2.8419,Johnson & Johnson
006266,22111,01,2016/04/30,3.5860,Johnson & Johnson
006266,22111,01,2016/05/31,1.2580,Johnson & Johnson
006266,22111,01,2016/06/30,7.6404,Johnson & Johnson
006266,22111,01,2016/07/31,3.2399,Johnson & Johnson
006266,22111,01,2016/08/31,-4.0645,Johnson & Johnson
006266,22111,01,2016/09/30,-1.0139,Johnson & Johnson
006266,22111,01,2016/10/31,-1.8116,Johnson & Johnson
006266,22111,01,2016/11/30,-3.3537,Johnson & Johnson
006266,22111,01,2016/12/31,3.5130,Johnson & Johnson
007154,43449,01,2010/01/31,-0.0160,McDonald's Corp
007154,43449,01,2010/02/28,3.1555,McDonald's Corp
007154,43449,01,2010/03/31,4.4949,McDonald's Corp
007154,43449,01,2010/04/30,5.8004,McDonald's Corp
007154,43449,01,2010/05/31,-4.4907,McDonald's Corp
007154,43449,01,2010/06/30,-1.4954,McDonald's Corp
007154,43449,01,2010/07/31,5.8600,McDonald's Corp
007154,43449,01,2010/08/31,5.5643,McDonald's Corp
007154,43449,01,2010/09/30,1.9847,McDonald's Corp
007154,43449,01,2010/10/31,4.3753,McDonald's Corp
007154,43449,01,2010/11/30,1.4659,McDonald's Corp
007154,43449,01,2010/12/31,-1.9668,McDonald's Corp
007154,43449,01,2011/01/31,-4.0255,McDonald's Corp
007154,43449,01,2011/02/28,3.5564,McDonald's Corp
007154,43449,01,2011/03/31,0.5418,McDonald's Corp
007154,43449,01,2011/04/30,2.9176,McDonald's Corp
007154,43449,01,2011/05/31,4.9036,McDonald's Corp
007154,43449,01,2011/06/30,3.4094,McDonald's Corp
007154,43449,01,2011/07/31,2.5617,McDonald's Corp
007154,43449,01,2011/08/31,5.2498,McDonald's Corp
007154,43449,01,2011/09/30,-2.8647,McDonald's Corp
007154,43449,01,2011/10/31,5.7276,McDonald's Corp
007154,43449,01,2011/11/30,3.6295,McDonald's Corp
007154,43449,01,2011/12/31,5.0356,McDonald's Corp
007154,43449,01,2012/01/31,-1.2758,McDonald's Corp
007154,43449,01,2012/02/29,0.9389,McDonald's Corp
007154,43449,01,2012/03/31,-1.1886,McDonald's Corp
007154,43449,01,2012/04/30,-0.6626,McDonald's Corp
007154,43449,01,2012/05/31,-7.6039,McDonald's Corp
007154,43449,01,2012/06/30,-0.9066,McDonald's Corp
007154,43449,01,2012/07/31,0.9375,McDonald's Corp
007154,43449,01,2012/08/31,0.9288,McDonald's Corp
007154,43449,01,2012/09/30,2.5254,McDonald's Corp
007154,43449,01,2012/10/31,-5.3951,McDonald's Corp
007154,43449,01,2012/11/30,1.1636,McDonald's Corp
007154,43449,01,2012/12/31,1.3442,McDonald's Corp
007154,43449,01,2013/01/31,8.0263,McDonald's Corp
007154,43449,01,2013/02/28,1.4482,McDonald's Corp
007154,43449,01,2013/03/31,3.9520,McDonald's Corp
007154,43449,01,2013/04/30,2.4576,McDonald's Corp
007154,43449,01,2013/05/31,-4.6994,McDonald's Corp
007154,43449,01,2013/06/30,2.5163,McDonald's Corp
007154,43449,01,2013/07/31,-0.9293,McDonald's Corp
007154,43449,01,2013/08/31,-3.0077,McDonald's Corp
007154,43449,01,2013/09/30,1.9606,McDonald's Corp
007154,43449,01,2013/10/31,0.3222,McDonald's Corp
007154,43449,01,2013/11/30,1.7199,McDonald's Corp
007154,43449,01,2013/12/31,-0.3492,McDonald's Corp
007154,43449,01,2014/01/31,-2.9475,McDonald's Corp
007154,43449,01,2014/02/28,1.9008,McDonald's Corp
007154,43449,01,2014/03/31,3.0268,McDonald's Corp
007154,43449,01,2014/04/30,3.4173,McDonald's Corp
007154,43449,01,2014/05/31,0.8483,McDonald's Corp
007154,43449,01,2014/06/30,-0.6803,McDonald's Corp
007154,43449,01,2014/07/31,-6.1346,McDonald's Corp
007154,43449,01,2014/08/31,-0.0317,McDonald's Corp
007154,43449,01,2014/09/30,1.1630,McDonald's Corp
007154,43449,01,2014/10/31,-1.1391,McDonald's Corp
007154,43449,01,2014/11/30,4.1929,McDonald's Corp
007154,43449,01,2014/12/31,-3.2125,McDonald's Corp
007154,43449,01,2015/01/31,-1.3447,McDonald's Corp
007154,43449,01,2015/02/28,7.9078,McDonald's Corp
007154,43449,01,2015/03/31,-1.4762,McDonald's Corp
007154,43449,01,2015/04/30,-0.9134,McDonald's Corp
007154,43449,01,2015/05/31,0.2382,McDonald's Corp
007154,43449,01,2015/06/30,-0.8965,McDonald's Corp
007154,43449,01,2015/07/31,5.0384,McDonald's Corp
007154,43449,01,2015/08/31,-3.9956,McDonald's Corp
007154,43449,01,2015/09/30,3.6940,McDonald's Corp
007154,43449,01,2015/10/31,13.9247,McDonald's Corp
007154,43449,01,2015/11/30,2.4944,McDonald's Corp
007154,43449,01,2015/12/31,3.4863,McDonald's Corp
007154,43449,01,2016/01/31,4.7740,McDonald's Corp
007154,43449,01,2016/02/29,-4.6049,McDonald's Corp
007154,43449,01,2016/03/31,7.2446,McDonald's Corp
007154,43449,01,2016/04/30,0.6445,McDonald's Corp
007154,43449,01,2016/05/31,-3.5023,McDonald's Corp
007154,43449,01,2016/06/30,-0.6800,McDonald's Corp
007154,43449,01,2016/07/31,-2.2353,McDonald's Corp
007154,43449,01,2016/08/31,-0.9350,McDonald's Corp
007154,43449,01,2016/09/30,-0.2594,McDonald's Corp
007154,43449,01,2016/10/31,-2.4185,McDonald's Corp
007154,43449,01,2016/11/30,6.7869,McDonald's Corp
007154,43449,01,2016/12/31,2.0542,McDonald's Corp
007257,22752,01,2010/01/31,4.4882,Merck & Co Inc.
007257,22752,01,2010/02/28,-3.4049,Merck & Co Inc.
007257,22752,01,2010/03/31,2.3048,Merck & Co Inc.
007257,22752,01,2010/04/30,-6.1847,Merck & Co Inc.
007257,22752,01,2010/05/31,-3.8527,Merck & Co Inc.
007257,22752,01,2010/06/30,4.9273,Merck & Co Inc.
007257,22752,01,2010/07/31,-1.4584,Merck & Co Inc.
007257,22752,01,2010/08/31,2.0313,Merck & Co Inc.
007257,22752,01,2010/09/30,5.7736,Merck & Co Inc.
007257,22752,01,2010/10/31,-1.3583,Merck & Co Inc.
007257,22752,01,2010/11/30,-5.0675,Merck & Co Inc.
007257,22752,01,2010/12/31,5.6571,Merck & Co Inc.
007257,22752,01,2011/01/31,-7.9634,Merck & Co Inc.
007257,22752,01,2011/02/28,-1.8089,Merck & Co Inc.
007257,22752,01,2011/03/31,2.5177,Merck & Co Inc.
007257,22752,01,2011/04/30,8.9064,Merck & Co Inc.
007257,22752,01,2011/05/31,2.2253,Merck & Co Inc.
007257,22752,01,2011/06/30,-2.9388,Merck & Co Inc.
007257,22752,01,2011/07/31,-3.2871,Merck & Co Inc.
007257,22752,01,2011/08/31,-3.0325,Merck & Co Inc.
007257,22752,01,2011/09/30,-0.0453,Merck & Co Inc.
007257,22752,01,2011/10/31,5.5046,Merck & Co Inc.
007257,22752,01,2011/11/30,3.6232,Merck & Co Inc.
007257,22752,01,2011/12/31,6.6294,Merck & Co Inc.
007257,22752,01,2012/01/31,1.5119,Merck & Co Inc.
007257,22752,01,2012/02/29,-0.2613,Merck & Co Inc.
007257,22752,01,2012/03/31,1.7029,Merck & Co Inc.
007257,22752,01,2012/04/30,2.1875,Merck & Co Inc.
007257,22752,01,2012/05/31,-4.2304,Merck & Co Inc.
007257,22752,01,2012/06/30,12.2139,Merck & Co Inc.
007257,22752,01,2012/07/31,5.7964,Merck & Co Inc.
007257,22752,01,2012/08/31,-2.5357,Merck & Co Inc.
007257,22752,01,2012/09/30,5.7259,Merck & Co Inc.
007257,22752,01,2012/10/31,1.1864,Merck & Co Inc.
007257,22752,01,2012/11/30,-2.9147,Merck & Co Inc.
007257,22752,01,2012/12/31,-6.6140,Merck & Co Inc.
007257,22752,01,2013/01/31,5.6424,Merck & Co Inc.
