GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,atq,ltq,costat,mkvaltq,conml
001447,59176,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,143314.0000,129889.0000,A,49388.2200,American Express Co
001447,59176,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,143763.0000,129250.0000,A,47719.4000,American Express Co
001447,59176,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,146056.0000,130136.0000,A,50604.1200,American Express Co
001447,59176,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,147042.0000,130812.0000,A,51375.2400,American Express Co
001447,59176,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,143979.0000,126497.0000,A,54330.4000,American Express Co
001447,59176,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,147796.0000,129591.0000,A,61678.1000,American Express Co
001447,59176,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,148693.0000,130593.0000,A,52488.1000,American Express Co
001447,59176,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,153337.0000,134543.0000,A,54905.8800,American Express Co
001447,59176,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,151784.0000,131877.0000,A,67464.7600,American Express Co
001447,59176,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,148128.0000,128861.0000,A,66301.1900,American Express Co
001447,59176,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,152873.0000,133395.0000,A,63796.9200,American Express Co
001447,59176,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,153140.0000,134254.0000,A,63515.4000,American Express Co
001447,59176,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,156855.0000,137565.0000,A,74071.0800,American Express Co
001447,59176,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,151933.0000,132899.0000,A,81039.8400,American Express Co
001447,59176,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,150103.0000,130887.0000,A,80881.9200,American Express Co
001447,59176,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,153375.0000,133879.0000,A,96536.7200,American Express Co
001447,59176,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,151497.0000,131520.0000,A,95341.7700,American Express Co
001447,59176,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,152384.0000,132171.0000,A,99234.0200,American Express Co
001447,59176,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,153862.0000,133646.0000,A,90603.9000,American Express Co
001447,59176,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,159103.0000,138430.0000,A,95179.9200,American Express Co
001447,59176,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,154684.0000,132854.0000,A,79369.9200,American Express Co
001447,59176,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,157152.0000,135267.0000,A,77875.4400,American Express Co
001447,59176,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,154216.0000,132881.0000,A,73018.0500,American Express Co
001447,59176,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,161184.0000,140511.0000,A,67393.9500,American Express Co
001447,59176,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,158816.0000,138089.0000,A,58391.4000,American Express Co
001447,59176,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,159642.0000,138930.0000,A,56203.0000,American Express Co
001447,59176,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,153377.0000,132360.0000,A,58724.6800,American Express Co
001447,59176,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,158893.0000,138392.0000,A,66968.3200,American Express Co
001690,14593,2010/03/31,2010,2,INDL,C,D,STD,USD,2010Q1,2010Q2,57057.0000,17709.0000,A,213764.4600,Apple Inc
001690,14593,2010/06/30,2010,3,INDL,C,D,STD,USD,2010Q2,2010Q3,64725.0000,21614.0000,A,229768.1275,Apple Inc
001690,14593,2010/09/30,2010,4,INDL,C,D,STD,USD,2010Q3,2010Q4,75183.0000,27392.0000,A,259906.4875,Apple Inc
001690,14593,2010/12/31,2011,1,INDL,C,D,STD,USD,2010Q4,2011Q1,86742.0000,32076.0000,A,297089.0496,Apple Inc
001690,14593,2011/03/31,2011,2,INDL,C,D,STD,USD,2011Q1,2011Q2,94904.0000,33427.0000,A,322255.8241,Apple Inc
001690,14593,2011/06/30,2011,3,INDL,C,D,STD,USD,2011Q2,2011Q3,106758.0000,37415.0000,A,311133.8657,Apple Inc
001690,14593,2011/09/30,2011,4,INDL,C,D,STD,USD,2011Q3,2011Q4,116371.0000,39756.0000,A,354351.9056,Apple Inc
001690,14593,2011/12/31,2012,1,INDL,C,D,STD,USD,2011Q4,2012Q1,138681.0000,48627.0000,A,377546.6700,Apple Inc
001690,14593,2012/03/31,2012,2,INDL,C,D,STD,USD,2012Q1,2012Q2,150934.0000,48436.0000,A,560568.4581,Apple Inc
001690,14593,2012/06/30,2012,3,INDL,C,D,STD,USD,2012Q2,2012Q3,162896.0000,51150.0000,A,547363.3440,Apple Inc
001690,14593,2012/09/30,2012,4,INDL,C,D,STD,USD,2012Q3,2012Q4,176064.0000,57854.0000,A,626550.3528,Apple Inc
001690,14593,2012/12/31,2013,1,INDL,C,D,STD,USD,2012Q4,2013Q1,196088.0000,68742.0000,A,499695.9844,Apple Inc
001690,14593,2013/03/31,2013,2,INDL,C,D,STD,USD,2013Q1,2013Q2,194743.0000,59253.0000,A,416142.0100,Apple Inc
001690,14593,2013/06/30,2013,3,INDL,C,D,STD,USD,2013Q2,2013Q3,199856.0000,76502.0000,A,360224.5063,Apple Inc
001690,14593,2013/09/30,2013,4,INDL,C,D,STD,USD,2013Q3,2013Q4,207000.0000,83451.0000,A,428699.7978,Apple Inc
001690,14593,2013/12/31,2014,1,INDL,C,D,STD,USD,2013Q4,2014Q1,225184.0000,95500.0000,A,500680.6159,Apple Inc
001690,14593,2014/03/31,2014,2,INDL,C,D,STD,USD,2014Q1,2014Q2,205989.0000,85810.0000,A,462533.0113,Apple Inc
001690,14593,2014/06/30,2014,3,INDL,C,D,STD,USD,2014Q2,2014Q3,222520.0000,101580.0000,A,556573.6610,Apple Inc
001690,14593,2014/09/30,2014,4,INDL,C,D,STD,USD,2014Q3,2014Q4,231839.0000,120292.0000,A,591015.7208,Apple Inc
001690,14593,2014/12/31,2015,1,INDL,C,D,STD,USD,2014Q4,2015Q1,261894.0000,138566.0000,A,643120.1292,Apple Inc
001690,14593,2015/03/31,2015,2,INDL,C,D,STD,USD,2015Q1,2015Q2,261194.0000,132188.0000,A,717000.2515,Apple Inc
001690,14593,2015/06/30,2015,3,INDL,C,D,STD,USD,2015Q2,2015Q3,273151.0000,147474.0000,A,715599.7950,Apple Inc
001690,14593,2015/09/30,2015,4,INDL,C,D,STD,USD,2015Q3,2015Q4,290479.0000,171124.0000,A,615336.4559,Apple Inc
001690,14593,2015/12/31,2016,1,INDL,C,D,STD,USD,2015Q4,2016Q1,293284.0000,165017.0000,A,583612.7016,Apple Inc
001690,14593,2016/03/31,2016,2,INDL,C,D,STD,USD,2016Q1,2016Q2,305277.0000,174820.0000,A,597095.8295,Apple Inc
001690,14593,2016/06/30,2016,3,INDL,C,D,STD,USD,2016Q2,2016Q3,305602.0000,179061.0000,A,515586.5740,Apple Inc
001690,14593,2016/09/30,2016,4,INDL,C,D,STD,USD,2016Q3,2016Q4,321686.0000,193437.0000,A,603253.5663,Apple Inc
001690,14593,2016/12/31,2017,1,INDL,C,D,STD,USD,2016Q4,2017Q1,331141.0000,198751.0000,A,608683.0919,Apple Inc
002136,65875,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,227347.0000,142695.0000,A,87685.2266,Verizon Communications Inc
002136,65875,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,226251.0000,141778.0000,A,79205.3108,Verizon Communications Inc
002136,65875,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,220852.0000,136228.0000,A,92124.8580,Verizon Communications Inc
002136,65875,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,220005.0000,133093.0000,A,101150.8829,Verizon Communications Inc
002136,65875,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,228108.0000,139244.0000,A,109032.6661,Verizon Communications Inc
002136,65875,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,223756.0000,133044.0000,A,105382.5306,Verizon Communications Inc
002136,65875,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,228032.0000,140517.0000,A,104184.1488,Verizon Communications Inc
002136,65875,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,230461.0000,144553.0000,A,113700.7219,Verizon Communications Inc
002136,65875,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,222921.0000,134500.0000,A,108611.4300,Verizon Communications Inc
002136,65875,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,226072.0000,135644.0000,A,126609.5600,Verizon Communications Inc
002136,65875,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,231082.0000,138454.0000,A,130056.7800,Verizon Communications Inc
002136,65875,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,225222.0000,139689.0000,A,123690.2806,Verizon Communications Inc
002136,65875,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,226186.0000,138598.0000,A,140618.1500,Verizon Communications Inc
002136,65875,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,223346.0000,136190.0000,A,144073.0800,Verizon Communications Inc
002136,65875,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,276675.0000,186410.0000,A,133572.2279,Verizon Communications Inc
002136,65875,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,274098.0000,178682.0000,A,140638.6800,Verizon Communications Inc
002136,65875,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,221562.0000,207711.0000,A,196994.4579,Verizon Communications Inc
002136,65875,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,224427.0000,208415.0000,A,202826.2018,Verizon Communications Inc
002136,65875,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,226293.0000,208325.0000,A,207444.7028,Verizon Communications Inc
002136,65875,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,232708.0000,219032.0000,A,194369.2159,Verizon Communications Inc
002136,65875,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,235790.0000,225031.0000,A,198336.8228,Verizon Communications Inc
002136,65875,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,240753.0000,227879.0000,A,189501.8575,Verizon Communications Inc
002136,65875,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,242073.0000,227531.0000,A,177036.6642,Verizon Communications Inc
002136,65875,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,244640.0000,226798.0000,A,188262.1485,Verizon Communications Inc
002136,65875,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,244587.0000,224484.0000,A,220445.6550,Verizon Communications Inc
002136,65875,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,231870.0000,211126.0000,A,227620.7037,Verizon Communications Inc
002136,65875,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,239498.0000,217515.0000,A,211903.4353,Verizon Communications Inc
002136,65875,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,244180.0000,220148.0000,A,217613.3919,Verizon Communications Inc
002285,19561,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,62970.0000,59931.0000,A,52915.6267,Boeing Co
002285,19561,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,63755.0000,60582.0000,A,45882.1725,Boeing Co
002285,19561,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,65222.0000,60670.0000,A,48799.7706,Boeing Co
002285,19561,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,68565.0000,65703.0000,A,47983.0023,Boeing Co
002285,19561,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,68760.0000,64753.0000,A,54557.0871,Boeing Co
002285,19561,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,72119.0000,67295.0000,A,54750.4140,Boeing Co
002285,19561,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,74163.0000,68102.0000,A,44951.8503,Boeing Co
002285,19561,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,79986.0000,76378.0000,A,54624.1118,Boeing Co
002285,19561,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,80205.0000,75085.0000,A,55682.7526,Boeing Co
002285,19561,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,81595.0000,75703.0000,A,55825.1564,Boeing Co
002285,19561,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,83654.0000,75972.0000,A,52455.7698,Boeing Co
002285,19561,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,88896.0000,82929.0000,A,56944.3522,Boeing Co
002285,19561,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,90447.0000,82887.0000,A,65101.8579,Boeing Co
002285,19561,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,92091.0000,84459.0000,A,77243.2430,Boeing Co
002285,19561,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,94633.0000,85566.0000,A,88349.4250,Boeing Co
002285,19561,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,92663.0000,77666.0000,A,102009.7597,Boeing Co
002285,19561,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,91575.0000,76942.0000,A,91701.9430,Boeing Co
002285,19561,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,92737.0000,78553.0000,A,91778.2511,Boeing Co
002285,19561,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,92653.0000,78016.0000,A,90929.0666,Boeing Co
002285,19561,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,99198.0000,90408.0000,A,91860.5054,Boeing Co
002285,19561,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,97775.0000,89745.0000,A,104156.1203,Boeing Co
002285,19561,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,98102.0000,91795.0000,A,94477.6142,Boeing Co
002285,19561,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,98998.0000,92212.0000,A,87862.3430,Boeing Co
002285,19561,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,94408.0000,88011.0000,A,96387.1642,Boeing Co
002285,19561,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,91547.0000,87441.0000,A,81218.1161,Boeing Co
002285,19561,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,89609.0000,88962.0000,A,81280.1785,Boeing Co
002285,19561,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,88950.0000,86800.0000,A,81541.7904,Boeing Co
002285,19561,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,89997.0000,89120.0000,A,96078.2234,Boeing Co
002817,18542,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,58836.0000,49362.0000,A,39453.7733,Caterpillar Inc
002817,18542,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,58793.0000,49089.0000,A,37872.5131,Caterpillar Inc
002817,18542,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,61642.0000,51310.0000,A,49938.4320,Caterpillar Inc
002817,18542,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,64020.0000,52695.0000,A,59832.1622,Caterpillar Inc
002817,18542,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,66387.0000,53256.0000,A,71759.7302,Caterpillar Inc
002817,18542,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,73611.0000,59715.0000,A,68780.2928,Caterpillar Inc
002817,18542,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,77767.0000,63063.0000,A,47746.4208,Caterpillar Inc
002817,18542,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,81446.0000,68044.0000,A,58666.4898,Caterpillar Inc
002817,18542,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,83908.0000,68437.0000,A,69487.0438,Caterpillar Inc
002817,18542,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,88838.0000,72857.0000,A,55469.0708,Caterpillar Inc
002817,18542,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,90541.0000,72605.0000,A,56264.4814,Caterpillar Inc
002817,18542,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,89356.0000,71774.0000,A,58697.9583,Caterpillar Inc
002817,18542,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,88743.0000,70425.0000,A,57181.4705,Caterpillar Inc
002817,18542,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,87375.0000,69697.0000,A,53421.7614,Caterpillar Inc
002817,18542,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,87272.0000,69095.0000,A,53072.0904,Caterpillar Inc
002817,18542,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,84896.0000,64018.0000,A,57920.6158,Caterpillar Inc
002817,18542,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,84397.0000,64028.0000,A,62030.1326,Caterpillar Inc
002817,18542,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,87827.0000,66904.0000,A,68228.1335,Caterpillar Inc
002817,18542,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,84488.0000,65592.0000,A,59952.6630,Caterpillar Inc
002817,18542,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,84681.0000,67855.0000,A,55482.4655,Caterpillar Inc
002817,18542,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,82490.0000,65452.0000,A,48309.6293,Caterpillar Inc
002817,18542,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,82242.0000,65081.0000,A,51115.3311,Caterpillar Inc
002817,18542,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,78969.0000,63001.0000,A,38054.8142,Caterpillar Inc
002817,18542,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,78497.0000,63612.0000,A,39574.6031,Caterpillar Inc
002817,18542,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,78307.0000,62554.0000,A,44689.3333,Caterpillar Inc
002817,18542,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,78300.0000,62997.0000,A,44290.5521,Caterpillar Inc
002817,18542,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,76402.0000,60687.0000,A,51936.9302,Caterpillar Inc
002817,18542,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,74704.0000,61491.0000,A,54390.7116,Caterpillar Inc
002968,47896,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,2135796.0000,1971075.0000,A,177897.1810,JPMorgan Chase & Co
002968,47896,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,2014019.0000,1842899.0000,A,145554.4407,JPMorgan Chase & Co
002968,47896,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,2141595.0000,1967765.0000,A,149417.7749,JPMorgan Chase & Co
002968,47896,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,2117605.0000,1941499.0000,A,165874.6715,JPMorgan Chase & Co
002968,47896,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,2198161.0000,2017563.0000,A,183783.4125,JPMorgan Chase & Co
002968,47896,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,2246764.0000,2063885.0000,A,160083.4242,JPMorgan Chase & Co
002968,47896,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,2289240.0000,2106953.0000,A,114422.2957,JPMorgan Chase & Co
002968,47896,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,2265792.0000,2082219.0000,A,125441.9758,JPMorgan Chase & Co
002968,47896,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,2320164.0000,2130895.0000,A,175736.6175,JPMorgan Chase & Co
002968,47896,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,2290146.0000,2098574.0000,A,135660.9860,JPMorgan Chase & Co
002968,47896,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,2321284.0000,2121591.0000,A,153806.1078,JPMorgan Chase & Co
002968,47896,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,2359141.0000,2155072.0000,A,167256.3459,JPMorgan Chase & Co
002968,47896,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,2389349.0000,2182263.0000,A,179862.8639,JPMorgan Chase & Co
002968,47896,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,2439494.0000,2230255.0000,A,198966.4602,JPMorgan Chase & Co
002968,47896,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,2463309.0000,2256639.0000,A,194312.4794,JPMorgan Chase & Co
002968,47896,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,2415689.0000,2204511.0000,A,219657.1958,JPMorgan Chase & Co
002968,47896,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,2476986.0000,2257331.0000,A,229769.9262,JPMorgan Chase & Co
002968,47896,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,2520336.0000,2293022.0000,A,216725.0112,JPMorgan Chase & Co
002968,47896,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,2527005.0000,2295728.0000,A,225188.5054,JPMorgan Chase & Co
002968,47896,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,2573126.0000,2341061.0000,A,232471.4956,JPMorgan Chase & Co
002968,47896,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,2577148.0000,2341284.0000,A,224817.6505,JPMorgan Chase & Co
002968,47896,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,2449599.0000,2208394.0000,A,250581.0199,JPMorgan Chase & Co
002968,47896,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,2417121.0000,2171393.0000,A,224438.4961,JPMorgan Chase & Co
002968,47896,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,2351698.0000,2104125.0000,A,241899.2543,JPMorgan Chase & Co
002968,47896,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,2423808.0000,2173651.0000,A,216547.3460,JPMorgan Chase & Co
002968,47896,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,2466096.0000,2213673.0000,A,224448.5615,JPMorgan Chase & Co
002968,47896,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,2521029.0000,2266698.0000,A,238276.5998,JPMorgan Chase & Co
002968,47896,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,2490972.0000,2236782.0000,A,307295.0851,JPMorgan Chase & Co
002991,14541,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,168932.0000,72880.0000,A,152315.3229,Chevron Corp
002991,14541,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,171746.0000,71455.0000,A,136438.9088,Chevron Corp
002991,14541,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,177199.0000,74234.0000,A,163107.2894,Chevron Corp
002991,14541,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,184769.0000,78958.0000,A,183182.6413,Chevron Corp
002991,14541,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,194736.0000,83886.0000,A,216084.0298,Chevron Corp
002991,14541,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,201717.0000,85287.0000,A,205986.7717,Chevron Corp
002991,14541,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,204099.0000,82423.0000,A,184391.5962,Chevron Corp
002991,14541,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,209474.0000,87293.0000,A,210796.1688,Chevron Corp
002991,14541,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,214890.0000,88564.0000,A,211544.5206,Chevron Corp
002991,14541,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,219379.0000,88090.0000,A,207005.7700,Chevron Corp
002991,14541,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,226864.0000,92642.0000,A,228129.0174,Chevron Corp
002991,14541,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,232982.0000,95150.0000,A,210515.9217,Chevron Corp
002991,14541,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,237410.0000,95924.0000,A,230389.3660,Chevron Corp
002991,14541,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,244048.0000,99884.0000,A,228635.7202,Chevron Corp
002991,14541,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,247838.0000,101765.0000,A,233665.5195,Chevron Corp
002991,14541,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,253753.0000,103326.0000,A,239028.1507,Chevron Corp
002991,14541,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,258238.0000,106428.0000,A,226363.0215,Chevron Corp
002991,14541,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,262045.0000,107298.0000,A,247905.5726,Chevron Corp
002991,14541,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,265431.0000,108124.0000,A,225565.3917,Chevron Corp
002991,14541,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,266026.0000,109835.0000,A,210859.0248,Chevron Corp
002991,14541,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,269604.0000,112603.0000,A,197412.5804,Chevron Corp
002991,14541,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,266455.0000,110564.0000,A,181530.9755,Chevron Corp
